# T (K)	entropy (eV/K)	heat capacity (eV/K)
3.860000000000000000e+03	6.273792019716238448e-03	1.522716507219105085e-02
3.870000000000000000e+03	6.311909294199623960e-03	1.424682746655665105e-02
3.880000000000000000e+03	6.347473767562217956e-03	1.332490511245373183e-02
3.890000000000000000e+03	6.380647880485289421e-03	1.246046706945853552e-02
3.900000000000000000e+03	6.411589684733368620e-03	1.165202291533451277e-02
3.910000000000000000e+03	6.440451626184447859e-03	1.089765334683129132e-02
3.920000000000000000e+03	6.467379655102255091e-03	1.019512365313669962e-02
3.930000000000000000e+03	6.492512615473335254e-03	9.541980533168370818e-03
3.940000000000000000e+03	6.515981868012780259e-03	8.935633262333323584e-03
3.950000000000000000e+03	6.537911105255763723e-03	8.373420546682256230e-03
3.960000000000000000e+03	6.558416321520364224e-03	7.852664576871450433e-03
3.970000000000000000e+03	6.577605905090841941e-03	7.370713850845107135e-03
3.980000000000000000e+03	6.595580824472155670e-03	6.924976306588557715e-03
3.990000000000000000e+03	6.612434884833066559e-03	6.512944222347533292e-03
4.000000000000000000e+03	6.628255034678573812e-03	6.132212223140652389e-03
4.010000000000000000e+03	6.643121706315885215e-03	5.780489595630286179e-03
4.020000000000000000e+03	6.657109176781085026e-03	5.455607970439995194e-03
4.030000000000000000e+03	6.670285938580648721e-03	5.155525290137860130e-03
4.040000000000000000e+03	6.682715071895272384e-03	4.878326847773683389e-03
4.050000000000000000e+03	6.694454611824586510e-03	4.622224058353685897e-03
4.060000000000000000e+03	6.705557905857381304e-03	4.385551515614752836e-03
4.070000000000000000e+03	6.716073958071864386e-03	4.166762789455739566e-03
4.080000000000000000e+03	6.726047757642039139e-03	3.964425335168979964e-03
4.090000000000000000e+03	6.735520590085771094e-03	3.777214813454184313e-03
4.100000000000000000e+03	6.744530330370254040e-03	3.603909059085759481e-03
4.110000000000000000e+03	6.753111717520888201e-03	3.443381884888919216e-03
4.120000000000000000e+03	6.761296610785896659e-03	3.294596865186989656e-03
4.130000000000000000e+03	6.769114227713947211e-03	3.156601207933661807e-03
4.140000000000000000e+03	6.776591364724421883e-03	3.028519796296372073e-03
4.150000000000000000e+03	6.783752600906394620e-03	2.909549457475974193e-03
4.160000000000000000e+03	6.790620485886114145e-03	2.798953498209577184e-03
4.170000000000000000e+03	6.797215712665269360e-03	2.696056531878567291e-03
4.180000000000000000e+03	6.803557276362731318e-03	2.600239610816841400e-03
4.190000000000000000e+03	6.809662619798492224e-03	2.510935668672001179e-03
4.200000000000000000e+03	6.815547766846057932e-03	2.427625271053142266e-03
4.210000000000000000e+03	6.821227444453942419e-03	2.349832667786903948e-03
4.220000000000000000e+03	6.826715194201513938e-03	2.277122136563891185e-03
4.230000000000000000e+03	6.832023474212931512e-03	2.209094605294318128e-03
4.240000000000000000e+03	6.837163752207285443e-03	2.145384538901185575e-03
4.250000000000000000e+03	6.842146590415361905e-03	2.085657075335403590e-03
4.260000000000000000e+03	6.846981723045141369e-03	2.029605395183051077e-03
4.270000000000000000e+03	6.851678126930153823e-03	1.976948309198863635e-03
4.280000000000000000e+03	6.856244085948040405e-03	1.927428048353296538e-03
4.290000000000000000e+03	6.860687249751673197e-03	1.880808241446193423e-03
4.300000000000000000e+03	6.865014687312117822e-03	1.836872065953038414e-03
4.310000000000000000e+03	6.869232935732215960e-03	1.795420558472683075e-03
4.320000000000000000e+03	6.873348044751394909e-03	1.756271071913998198e-03
4.330000000000000000e+03	6.877365617326624582e-03	1.719255867356850667e-03
4.340000000000000000e+03	6.881290846641360294e-03	1.684220829324825988e-03
4.350000000000000000e+03	6.885128549863698752e-03	1.651024293996939925e-03
4.360000000000000000e+03	6.888883198946496589e-03	1.619535980667164733e-03
4.370000000000000000e+03	6.892558948736333437e-03	1.589636017494537243e-03
4.380000000000000000e+03	6.896159662634193839e-03	1.561214053298695540e-03
4.390000000000000000e+03	6.899688936028752079e-03	1.534168447825405264e-03
4.400000000000000000e+03	6.903150117703323041e-03	1.508405533528173019e-03
4.410000000000000000e+03	6.906546329398991109e-03	1.483838942504571261e-03
4.420000000000000000e+03	6.909880483699928390e-03	1.460388992766848510e-03
4.430000000000000000e+03	6.913155300391625457e-03	1.437982128531518520e-03
4.440000000000000000e+03	6.916373321428935517e-03	1.416550409679549760e-03
4.450000000000000000e+03	6.919536924638302125e-03	1.396031045965991048e-03
4.460000000000000000e+03	6.922648336267059332e-03	1.376365971952339846e-03
4.470000000000000000e+03	6.925709642482312522e-03	1.357501458998155996e-03
4.480000000000000000e+03	6.928722799912569348e-03	1.339387760975013081e-03
4.490000000000000000e+03	6.931689645316620879e-03	1.321978790669775874e-03
4.500000000000000000e+03	6.934611904456533353e-03	1.305231824121468563e-03
4.510000000000000000e+03	6.937491200244501159e-03	1.289107230383913609e-03
4.520000000000000000e+03	6.940329060226968667e-03	1.273568224435944534e-03
4.530000000000000000e+03	6.943126923463645815e-03	1.258580641171720997e-03
4.540000000000000000e+03	6.945886146853815640e-03	1.244112728589099118e-03
4.550000000000000000e+03	6.948608010957512890e-03	1.230134958468652451e-03
4.560000000000000000e+03	6.951293725354965210e-03	1.216619852991110201e-03
4.570000000000000000e+03	6.953944433583647382e-03	1.203541825882969030e-03
4.580000000000000000e+03	6.956561217688868662e-03	1.190877036809456649e-03
4.590000000000000000e+03	6.959145102420527702e-03	1.178603257850349218e-03
4.600000000000000000e+03	6.961697059105779496e-03	1.166699750999438843e-03
4.610000000000000000e+03	6.964218009224742816e-03	1.155147155727500588e-03
4.620000000000000000e+03	6.966708827713925453e-03	1.143927385730716126e-03
4.630000000000000000e+03	6.969170346019885713e-03	1.133023534073346458e-03
4.640000000000000000e+03	6.971603354923706572e-03	1.122419785996939560e-03
4.650000000000000000e+03	6.974008607155002780e-03	1.112101338740020297e-03
4.660000000000000000e+03	6.976386819812590429e-03	1.102054327766379457e-03
4.670000000000000000e+03	6.978738676607453180e-03	1.092265758860970406e-03
4.680000000000000000e+03	6.981064829942292341e-03	1.082723445589292089e-03
4.690000000000000000e+03	6.983365902840692890e-03	1.073415951675042246e-03
4.700000000000000000e+03	6.985642490737915822e-03	1.064332537877319589e-03
4.710000000000000000e+03	6.987895163144162286e-03	1.055463112994010173e-03
4.720000000000000000e+03	6.990124465190357926e-03	1.046798188649013554e-03
4.730000000000000000e+03	6.992330919065628016e-03	1.038328837548161288e-03
4.740000000000000000e+03	6.994515025354831710e-03	1.030046654917713116e-03
4.750000000000000000e+03	6.996677264283860179e-03	1.021943722869188319e-03
4.760000000000000000e+03	6.998818096879746813e-03	1.014012577445576714e-03
4.770000000000000000e+03	7.000937966052093835e-03	1.006246178136710598e-03
4.780000000000000000e+03	7.003037297601720328e-03	9.986378796621479467e-04
4.790000000000000000e+03	7.005116501162016000e-03	9.911814058401299983e-04
4.800000000000000000e+03	7.007175971078008839e-03	9.838708253758017466e-04
4.810000000000000000e+03	7.009216087227779224e-03	9.767005294169025121e-04
4.820000000000000000e+03	7.011237215790402065e-03	9.696652107373066000e-04
4.830000000000000000e+03	7.013239709964407681e-03	9.627598444203560018e-04
4.840000000000000000e+03	7.015223910640282917e-03	9.559796699241437500e-04
4.850000000000000000e+03	7.017190147030349240e-03	9.493201744237839265e-04
4.860000000000000000e+03	7.019138737259090002e-03	9.427770773281793446e-04
4.870000000000000000e+03	7.021069988916692900e-03	9.363463158859081526e-04
4.880000000000000000e+03	7.022984199578443526e-03	9.300240317919713975e-04
4.890000000000000000e+03	7.024881657292350937e-03	9.238065587240328579e-04
4.900000000000000000e+03	7.026762641037201385e-03	9.176904107345910640e-04
4.910000000000000000e+03	7.028627421153113217e-03	9.116722714365453140e-04
4.920000000000000000e+03	7.030476259746443017e-03	9.057489839228870156e-04
4.930000000000000000e+03	7.032309411070844507e-03	8.999175413649759293e-04
4.940000000000000000e+03	7.034127121886025839e-03	8.941750782402959523e-04
4.950000000000000000e+03	7.035929631795763070e-03	8.885188621430951212e-04
4.960000000000000000e+03	7.037717173566500339e-03	8.829462861369888988e-04
4.970000000000000000e+03	7.039489973427888979e-03	8.774548616065830147e-04
4.980000000000000000e+03	7.041248251356368830e-03	8.720422115759829266e-04
4.990000000000000000e+03	7.042992221342967915e-03	8.667060644589394533e-04
5.000000000000000000e+03	7.044722091646306653e-03	8.614442482098122423e-04
5.010000000000000000e+03	7.046438065031763315e-03	8.562546848476267200e-04
5.020000000000000000e+03	7.048140338997691511e-03	8.511353853270464632e-04
5.030000000000000000e+03	7.049829105989494603e-03	8.460844447307398503e-04
5.040000000000000000e+03	7.051504553602339423e-03	8.411000377623908779e-04
5.050000000000000000e+03	7.053166864773194496e-03	8.361804145191922529e-04
5.060000000000000000e+03	7.054816217962875391e-03	8.313238965234869817e-04
5.070000000000000000e+03	7.056452787328700016e-03	8.265288729975525965e-04
5.080000000000000000e+03	7.058076742888315901e-03	8.217937973636730512e-04
5.090000000000000000e+03	7.059688250675258056e-03	8.171171839557356438e-04
5.100000000000000000e+03	7.061287472886716189e-03	8.124976049260095902e-04
5.110000000000000000e+03	7.062874568023967507e-03	8.079336873367369424e-04
5.120000000000000000e+03	7.064449691025936548e-03	8.034241104221391625e-04
5.130000000000000000e+03	7.066012993396257602e-03	7.989676030112243237e-04
5.140000000000000000e+03	7.067564623324224839e-03	7.945629410994083227e-04
5.150000000000000000e+03	7.069104725799989219e-03	7.902089455605708487e-04
5.160000000000000000e+03	7.070633442724338739e-03	7.859044799898767591e-04
5.170000000000000000e+03	7.072150913013336947e-03	7.816484486688053636e-04
5.180000000000000000e+03	7.073657272698149340e-03	7.774397946454917642e-04
5.190000000000000000e+03	7.075152655020297034e-03	7.732774979213696658e-04
5.200000000000000000e+03	7.076637190522604842e-03	7.691605737398959398e-04
5.210000000000000000e+03	7.078111007136090975e-03	7.650880709682125660e-04
5.220000000000000000e+03	7.079574230262986566e-03	7.610590705678519285e-04
5.230000000000000000e+03	7.081026982856116619e-03	7.570726841496964402e-04
5.240000000000000000e+03	7.082469385494868756e-03	7.531280526043085399e-04
5.250000000000000000e+03	7.083901556457840830e-03	7.492243448076623975e-04
5.260000000000000000e+03	7.085323611792458849e-03	7.453607563948034869e-04
5.270000000000000000e+03	7.086735665381624187e-03	7.415365085977657870e-04
5.280000000000000000e+03	7.088137829007603447e-03	7.377508471449481737e-04
5.290000000000000000e+03	7.089530212413284148e-03	7.340030412175550844e-04
5.300000000000000000e+03	7.090912923360934150e-03	7.302923824586360574e-04
5.310000000000000000e+03	7.092286067688569756e-03	7.266181840347567819e-04
5.320000000000000000e+03	7.093649749364103370e-03	7.229797797433787018e-04
5.330000000000000000e+03	7.095004070537321017e-03	7.193765231665116095e-04
5.340000000000000000e+03	7.096349131589847585e-03	7.158077868659507058e-04
5.350000000000000000e+03	7.097685031183163969e-03	7.122729616183482229e-04
5.360000000000000000e+03	7.099011866304780205e-03	7.087714556888591181e-04
5.370000000000000000e+03	7.100329732312675619e-03	7.053026941387554715e-04
5.380000000000000000e+03	7.101638722978048483e-03	7.018661181682880803e-04
5.390000000000000000e+03	7.102938930526484472e-03	6.984611844898440218e-04
5.400000000000000000e+03	7.104230445677628056e-03	6.950873647312341957e-04
5.410000000000000000e+03	7.105513357683375039e-03	6.917441448682611549e-04
5.420000000000000000e+03	7.106787754364713751e-03	6.884310246824397765e-04
5.430000000000000000e+03	7.108053722147249578e-03	6.851475172454745246e-04
5.440000000000000000e+03	7.109311346095462288e-03	6.818931484261142118e-04
5.450000000000000000e+03	7.110560709945787199e-03	6.786674564210151174e-04
5.460000000000000000e+03	7.111801896138518486e-03	6.754699913065446027e-04
5.470000000000000000e+03	7.113034985848653430e-03	6.723003146102178931e-04
5.480000000000000000e+03	7.114260059015678483e-03	6.691579989021418599e-04
5.490000000000000000e+03	7.115477194372340532e-03	6.660426274044845300e-04
5.500000000000000000e+03	7.116686469472484865e-03	6.629537936183269595e-04
5.510000000000000000e+03	7.117887960717960739e-03	6.598911009661444227e-04
5.520000000000000000e+03	7.119081743384655242e-03	6.568541624508469467e-04
5.530000000000000000e+03	7.120267891647695351e-03	6.538426003290251712e-04
5.540000000000000000e+03	7.121446478605826004e-03	6.508560457981775373e-04
5.550000000000000000e+03	7.122617576305031832e-03	6.478941386975658979e-04
5.560000000000000000e+03	7.123781255761419025e-03	6.449565272210772571e-04
5.570000000000000000e+03	7.124937586983371221e-03	6.420428676433611323e-04
5.580000000000000000e+03	7.126086638993048804e-03	6.391528240555384693e-04
5.590000000000000000e+03	7.127228479847216858e-03	6.362860681131693062e-04
5.600000000000000000e+03	7.128363176657440820e-03	6.334422787946338744e-04
5.610000000000000000e+03	7.129490795609702732e-03	6.306211421681474178e-04
5.620000000000000000e+03	7.130611401983407739e-03	6.278223511693785093e-04
5.630000000000000000e+03	7.131725060169857161e-03	6.250456053871903186e-04
5.640000000000000000e+03	7.132831833690173387e-03	6.222906108583486657e-04
5.650000000000000000e+03	7.133931785212713900e-03	6.195570798701358593e-04
5.660000000000000000e+03	7.135024976569978757e-03	6.168447307707629855e-04
5.670000000000000000e+03	7.136111468775069647e-03	6.141532877865110793e-04
5.680000000000000000e+03	7.137191322037641540e-03	6.114824808475877648e-04
5.690000000000000000e+03	7.138264595779461423e-03	6.088320454186761047e-04
5.700000000000000000e+03	7.139331348649506463e-03	6.062017223366241141e-04
5.710000000000000000e+03	7.140391638538664057e-03	6.035912576553209086e-04
5.720000000000000000e+03	7.141445522594035492e-03	6.010004024944013866e-04
5.730000000000000000e+03	7.142493057232852764e-03	5.984289128955017295e-04
5.740000000000000000e+03	7.143534298156025905e-03	5.958765496822768671e-04
5.750000000000000000e+03	7.144569300361341621e-03	5.933430783265627659e-04
5.760000000000000000e+03	7.145598118156315862e-03	5.908282688184221141e-04
5.770000000000000000e+03	7.146620805170707247e-03	5.883318955424140856e-04
5.780000000000000000e+03	7.147637414368715643e-03	5.858537371562635510e-04
5.790000000000000000e+03	7.148647998060869355e-03	5.833935764758978095e-04
5.800000000000000000e+03	7.149652607915628691e-03	5.809512003624019236e-04
5.810000000000000000e+03	7.150651294970659065e-03	5.785263996149625368e-04
5.820000000000000000e+03	7.151644109643882918e-03	5.761189688662227398e-04
5.830000000000000000e+03	7.152631101744202913e-03	5.737287064816547731e-04
5.840000000000000000e+03	7.153612320482007417e-03	5.713554144621130204e-04
5.850000000000000000e+03	7.154587814479400169e-03	5.689988983505027409e-04
5.860000000000000000e+03	7.155557631780186216e-03	5.666589671402539989e-04
5.870000000000000000e+03	7.156521819859634065e-03	5.643354331880746141e-04
5.880000000000000000e+03	7.157480425633988043e-03	5.620281121292509865e-04
5.890000000000000000e+03	7.158433495469776822e-03	5.597368227951617786e-04
5.900000000000000000e+03	7.159381075192892095e-03	5.574613871341003654e-04
5.910000000000000000e+03	7.160323210097472094e-03	5.552016301346926475e-04
5.920000000000000000e+03	7.161259944954563063e-03	5.529573797513535980e-04
5.930000000000000000e+03	7.162191324020602927e-03	5.507284668326795042e-04
5.940000000000000000e+03	7.163117391045702859e-03	5.485147250514440685e-04
5.950000000000000000e+03	7.164038189281757112e-03	5.463159908374937753e-04
5.960000000000000000e+03	7.164953761490352492e-03	5.441321033120513108e-04
5.970000000000000000e+03	7.165864149950514767e-03	5.419629042248460399e-04
5.980000000000000000e+03	7.166769396466301546e-03	5.398082378925934477e-04
5.990000000000000000e+03	7.167669542374198281e-03	5.376679511393130627e-04
